DOI,URL,sentence,Method,Material,Supplement
10.1016/j.neuroimage.2022.119662,github.com/brainspaces/glasser360/blob/master/glasser360mni.nii.gz,"To create the ROIs for the present study, the selected multimodal areas in MNI space were ﬁrst extracted from the original map of 360 areas  https://github.com/brainspaces/glasser360/blob/master/glasser360MNI.nii.gz  and bina-rized (as all voxels had as intensity value the area number).",0,1,0
10.1016/j.neuroimage.2022.119662,r-project.org,"4.1.0; R Core Team 2022 ; R Studio Team, 2022 ; https://www.R-project.org/).",1,0,0
10.1016/j.neuroimage.2022.119662,lavaan.ugent.be,"0.6-9; Rosseel, 2012) (https://lavaan.ugent.be/) in R.",0,0,1
10.1016/j.neuroimage.2022.119662,surfer.nmr.mgh.harvard.edu/fswiki/tracula,"Prepro-cessing of diﬀusion-weighted MRI data was done using the TRActs Constrained by UnderLying Anatomy (TRAC-ULA; https://surfer.nmr.mgh.harvard.edu/fswiki/Tracula) tool (Yendiki et al., 2011) in Freesurfer.",1,0,0
10.1016/j.neuroimage.2022.119662,fsl.fmrib.ox.ac.uk/fsl/fslwiki/feat,"Brieﬂy, preprocess-ing was conducted using FSL FEAT (Woolrich et al., 2001) (https://fsl.fmrib.ox.ac.uk/fsl/fslwiki/FEAT), and included removal of the ﬁrst ﬁve volumes, head motion correction (Jenkinson et al., 2002), removal of non-brain structures (Smith, 2002), susceptibility-derived distortion correction (Smith et al., 2004), co-registration to the anatom-ical image and, subsequently, to the MNI 2-mm standard space, spatial smoothing (4-mm full width at half maximum), and 4D grand-mean scaling.",1,0,0
10.1016/j.neuroimage.2022.119662,fsl.fmrib.ox.ac.uk,"Preprocessing included eddy-current distortion correction based on FMRIB Software Library (FSL) tools (v.5.0.8; Jenkinson et al., 2012) (https://fsl.fmrib.ox.ac.uk) and head motion correction by registering the diﬀusion-weighted to the b = 0 images., Brieﬂy, preprocess-ing was conducted using FSL FEAT (Woolrich et al., 2001) (https://fsl.fmrib.ox.ac.uk/fsl/fslwiki/FEAT), and included removal of the ﬁrst ﬁve volumes, head motion correction (Jenkinson et al., 2002), removal of non-brain structures (Smith, 2002), susceptibility-derived distortion correction (Smith et al., 2004), co-registration to the anatom-ical image and, subsequently, to the MNI 2-mm standard space, spatial smoothing (4-mm full width at half maximum), and 4D grand-mean scaling.",1,0,0
10.1016/j.neuroimage.2022.119087,brain-connectivity-toolbox.net,"Then, temporal community structure was detected using the Lou-vain algorithm (Blondel et al., 2008) from the Brain Connectivity Tool-box (BCT, http://www.brain-connectivity-toolbox.net/) (Rubinov and Sporns, 2010)., The Brain Connectiv-ity Toolbox code used for graph-theoretical analyses is freely available online (http://www.brain-connectivity-toolbox.net/).",1,0,0
10.1016/j.neuroimage.2022.119087,github.com/thomasyeolab/cbig/tree/master/stable_projects/brain_parcellation/yeo2011_fcmri_clustering,The 51 resting-state ROIs (derived from the Yeo2011 resting-state networks) can be found here at https://github.com/ThomasYeoLab/CBIG/tree/master/stable_projects/brain_parcellation/Yeo2011_fcMRI_clustering.,0,0,1
10.1016/j.neuroimage.2022.119087,humanconnectome.org,Details of the data collection can be found on the HCP website (http://www.humanconnectome.org/).,0,0,1
10.1016/j.neuroimage.2022.119087,github.com/macshine/integration,"(2016) at https://github.com/macshine/integration/)., Code for the “cartographic proﬁle ”i s freely available online (https://github.com/macshine/integration/).",1,0,0
10.1016/j.neuroimage.2022.119535,humanconnectomeproject.org/and,"The data used in this study is openly available via http://www.humanconnectomeproject.org/and (Tian et al., 2022).",0,1,0
10.1016/j.neuroimage.2022.119535,git.fmrib.ox.ac.uk/amyh/noddi-axialdiﬀusivity,"At https://git.fmrib.ox.ac.uk/amyh/noddi-axialdiﬀusivity we provide a cuDIMOT implementation of NODDI (Hernandez-Fernandez et al., 2019) where the assumed diﬀusivities 𝑑 ∥and 𝑑 𝑖𝑠𝑜 are user-deﬁned at runtime, and MATLAB scripts to implement the modiﬁed NODDI model.",1,0,0
10.1016/j.neuroimage.2022.118873,headit.ucsd.edu,"The data are available at HeadIT website (http://headit.ucsd.edu , Imagined Emotion with Continuous Data under Studies).",0,1,0
10.1016/j.neuroimage.2022.118873,github.com/japalmer29/amica,"AMICA code is available at https://github.com/japalmer29/amica and as an open-source plug-in for EEGLAB (Delorme and Makeig, 2004).",1,0,0
10.1016/j.neuroimage.2022.118873,bioimagesuiteweb.github.io/webapp,Areas of signiﬁcant diﬀerences are labeled with their Broad-mann areas (BA) deﬁned in the MNI coordinates using the MNI to Ta-lairach mapping application in the Yale BioImage Suite (BIS) package https://bioimagesuiteweb.github.io/webapp/.,1,0,0
10.1016/j.neuroimage.2022.118873,github.com/sccn/iclabel,ICLabel code and a detailed tutorial can be found in its github repository https://github.com/sccn/ICLabel.,1,0,0
10.1016/j.neuroimage.2022.118973,ebrains.eu,"NeuroImage 251 (2022) 118973 a r t i c l e i n f o Keywords: Brain modelling Cloud Connectome Neuroimaging Network model High performance computing Reproducibility Data protection a b s t r a c t The Virtual Brain (TVB) is now available as open-source services on the cloud research platform EBRAINS (ebrains.eu)., Introduction This paper introduces cloud services for brain simulation that are now being oﬀered on the open brain research platform EBRAINS (eu-ropean brain research infrastructures; ebrains.eu), which makes scien-tiﬁc data, tools, and results accessible to everyone within a protected environment that promotes reproducible work., Service URLs The Virtual Brain Web-App Brain network simulation thevirtualbrain.apps.hbp.eu Collab wiki.ebrains.eu/bin/view/Collabs/the-virtual-brain End-to-end use case wiki.ebrains.eu/bin/view/Collabs/user-story-tvb Source code github.com/the-virtual-brain/tvb-root Python library pypi.org/project/tvb-library Container image hub.docker.com/r/thevirtualbrain/tvb-run Demo brain network model data zenodo.org/record/4,263,723#.YYRPgL1Bzxg TVB Image Processing Pipeline Web-App Connectome analysis thevirtualbrain.apps.hbp.eu Collab wiki.ebrains.eu/bin/view/Collabs/tvb-pipeline Source code github.com/BrainModes/tvb-pipeline Container images hub.docker.com/r/thevirtualbrain/tvb_converter Multiscale Co-Simulation Web-App (TVB-Multiscale) Two toolboxes for concurrent simulation of large-scale and spiking networks tvb-nest.apps.hbp.eu Collab (TVB-Multiscale) wiki.ebrains.eu/bin/view/Collabs/the-virtual-brain-multiscale Collab (Parallel CoSimulation) wiki.ebrains.eu/bin/view/Collabs/co-simulation-tvb-and-nest-high-computer Source code (TVB-Multiscale) github.com/the-virtual-brain/tvb-multiscale Source code (Parallel CoSimulation) github.com/multiscale-cosim/TVB-NEST Container image (TVB-Multiscale) hub.docker.com/r/thevirtualbrain/tvb-nest TVB-HPC Collab Automatic code generation wiki.ebrains.eu/bin/view/Collabs/rateml-tvb/Source code github.com/the-virtual-brain/tvb-root Fast_TVB Collab Parallelized simulation (multithreading) wiki.ebrains.eu/bin/view/Collabs/fast-tvb Source code github.com/BrainModes/fast_tvb Container image hub.docker.com/r/thevirtualbrain/fast_tvb Bayesian Virtual Epileptic Patient Collab Epilepsy modelling wiki.ebrains.eu/bin/view/Collabs/bayesian-virtual-epileptic-patient Source code github.com/ins-amu/BVEP TVB Mouse Brains Collabs Mouse brain simulation wiki.ebrains.eu/bin/view/Collabs/tvb-mouse-brains wiki.ebrains.eu/bin/view/Collabs/mouse-stroke-brain-network-model/TVB-ready dataset kg.ebrains.eu/search/instances/Dataset/a696ccc7-e742–4301–8b43-d6814f3e5a44 SC, FC, and fMRI from tumour patients and controls openMINDS metadata for TVB-ready data Collab Metadata in JSON-LD format wiki.ebrains.eu/bin/view/Collabs/openminds-metadata-for-tvb-ready-data openMINDS schema github.com/HumanBrainProject/openMINDS TVB atlas adapter Collab Brain atlas wiki.ebrains.eu/bin/view/Collabs/sga3-d1–1-showcase-1 Source code github.com/FZJ-INM1-BDA/siibra-python; github.com/FZJ-INM1-BDA/siibra-api Visualizer brainsimulation.org/atlasweb_multiscale INCF TVB training space training.incf.org/collection/virtual-brain-simulation-platform Education and training and adapt it for another problem, without necessarily needing domain knowledge about the used software, which helps to make workﬂows and results more robust and easier to review and reproduce., To use TVB cloud services a user must therefore agree to terms that clarify its personal responsibility regarding compliance with GDPR with respect to security precautions, access permissions, contact persons, personal re-sponsibilities, monitoring, logging, and passing of information to third parties (ebrains.eu/terms)., Data availability The datasets generated and analysed during the current study are available in the EBRAINS KnowledgeGraph repository, search.kg.ebrains.eu., The EBRAINS database service KnowledgeGraph (search.kg.ebrains.eu) is a DOI-minting repos-itory where all data and software services are indexed and archived., Source codes are deployed as cloud services that can be used on ebrains.eu and as standalone download versions that can be pulled as container images from Docker Hub (Table 1).",0,0,1
10.1016/j.neuroimage.2022.118973,ebrains.eu/terms,"To use TVB cloud services a user must therefore agree to terms that clarify its personal responsibility regarding compliance with GDPR with respect to security precautions, access permissions, contact persons, personal re-sponsibilities, monitoring, logging, and passing of information to third parties (ebrains.eu/terms).",0,0,1
10.1016/j.neuroimage.2022.118973,wiki.ebrains.eu/bin/view/collabs/mouse-stroke-brain-network-model/tvb-ready,"Service URLs The Virtual Brain Web-App Brain network simulation thevirtualbrain.apps.hbp.eu Collab wiki.ebrains.eu/bin/view/Collabs/the-virtual-brain End-to-end use case wiki.ebrains.eu/bin/view/Collabs/user-story-tvb Source code github.com/the-virtual-brain/tvb-root Python library pypi.org/project/tvb-library Container image hub.docker.com/r/thevirtualbrain/tvb-run Demo brain network model data zenodo.org/record/4,263,723#.YYRPgL1Bzxg TVB Image Processing Pipeline Web-App Connectome analysis thevirtualbrain.apps.hbp.eu Collab wiki.ebrains.eu/bin/view/Collabs/tvb-pipeline Source code github.com/BrainModes/tvb-pipeline Container images hub.docker.com/r/thevirtualbrain/tvb_converter Multiscale Co-Simulation Web-App (TVB-Multiscale) Two toolboxes for concurrent simulation of large-scale and spiking networks tvb-nest.apps.hbp.eu Collab (TVB-Multiscale) wiki.ebrains.eu/bin/view/Collabs/the-virtual-brain-multiscale Collab (Parallel CoSimulation) wiki.ebrains.eu/bin/view/Collabs/co-simulation-tvb-and-nest-high-computer Source code (TVB-Multiscale) github.com/the-virtual-brain/tvb-multiscale Source code (Parallel CoSimulation) github.com/multiscale-cosim/TVB-NEST Container image (TVB-Multiscale) hub.docker.com/r/thevirtualbrain/tvb-nest TVB-HPC Collab Automatic code generation wiki.ebrains.eu/bin/view/Collabs/rateml-tvb/Source code github.com/the-virtual-brain/tvb-root Fast_TVB Collab Parallelized simulation (multithreading) wiki.ebrains.eu/bin/view/Collabs/fast-tvb Source code github.com/BrainModes/fast_tvb Container image hub.docker.com/r/thevirtualbrain/fast_tvb Bayesian Virtual Epileptic Patient Collab Epilepsy modelling wiki.ebrains.eu/bin/view/Collabs/bayesian-virtual-epileptic-patient Source code github.com/ins-amu/BVEP TVB Mouse Brains Collabs Mouse brain simulation wiki.ebrains.eu/bin/view/Collabs/tvb-mouse-brains wiki.ebrains.eu/bin/view/Collabs/mouse-stroke-brain-network-model/TVB-ready dataset kg.ebrains.eu/search/instances/Dataset/a696ccc7-e742–4301–8b43-d6814f3e5a44 SC, FC, and fMRI from tumour patients and controls openMINDS metadata for TVB-ready data Collab Metadata in JSON-LD format wiki.ebrains.eu/bin/view/Collabs/openminds-metadata-for-tvb-ready-data openMINDS schema github.com/HumanBrainProject/openMINDS TVB atlas adapter Collab Brain atlas wiki.ebrains.eu/bin/view/Collabs/sga3-d1–1-showcase-1 Source code github.com/FZJ-INM1-BDA/siibra-python; github.com/FZJ-INM1-BDA/siibra-api Visualizer brainsimulation.org/atlasweb_multiscale INCF TVB training space training.incf.org/collection/virtual-brain-simulation-platform Education and training and adapt it for another problem, without necessarily needing domain knowledge about the used software, which helps to make workﬂows and results more robust and easier to review and reproduce.",0,0,1
10.1016/j.neuroimage.2022.118973,docs.thevirtualbrain.org,"TVB’s main documentation is hosted at docs.thevirtualbrain.org., The Virtual Brain The methods behind the main TVB neuroinformatics simulator are extensively described in several publications (Ritter et al., 2013 ; Sanz-Leon et al., 2015 , 2013) and in online documentation (Table 1 ; docs.thevirtualbrain.org).",0,0,1
10.1016/j.neuroimage.2022.118973,github.com/ins-amu/bvep,"Service URLs The Virtual Brain Web-App Brain network simulation thevirtualbrain.apps.hbp.eu Collab wiki.ebrains.eu/bin/view/Collabs/the-virtual-brain End-to-end use case wiki.ebrains.eu/bin/view/Collabs/user-story-tvb Source code github.com/the-virtual-brain/tvb-root Python library pypi.org/project/tvb-library Container image hub.docker.com/r/thevirtualbrain/tvb-run Demo brain network model data zenodo.org/record/4,263,723#.YYRPgL1Bzxg TVB Image Processing Pipeline Web-App Connectome analysis thevirtualbrain.apps.hbp.eu Collab wiki.ebrains.eu/bin/view/Collabs/tvb-pipeline Source code github.com/BrainModes/tvb-pipeline Container images hub.docker.com/r/thevirtualbrain/tvb_converter Multiscale Co-Simulation Web-App (TVB-Multiscale) Two toolboxes for concurrent simulation of large-scale and spiking networks tvb-nest.apps.hbp.eu Collab (TVB-Multiscale) wiki.ebrains.eu/bin/view/Collabs/the-virtual-brain-multiscale Collab (Parallel CoSimulation) wiki.ebrains.eu/bin/view/Collabs/co-simulation-tvb-and-nest-high-computer Source code (TVB-Multiscale) github.com/the-virtual-brain/tvb-multiscale Source code (Parallel CoSimulation) github.com/multiscale-cosim/TVB-NEST Container image (TVB-Multiscale) hub.docker.com/r/thevirtualbrain/tvb-nest TVB-HPC Collab Automatic code generation wiki.ebrains.eu/bin/view/Collabs/rateml-tvb/Source code github.com/the-virtual-brain/tvb-root Fast_TVB Collab Parallelized simulation (multithreading) wiki.ebrains.eu/bin/view/Collabs/fast-tvb Source code github.com/BrainModes/fast_tvb Container image hub.docker.com/r/thevirtualbrain/fast_tvb Bayesian Virtual Epileptic Patient Collab Epilepsy modelling wiki.ebrains.eu/bin/view/Collabs/bayesian-virtual-epileptic-patient Source code github.com/ins-amu/BVEP TVB Mouse Brains Collabs Mouse brain simulation wiki.ebrains.eu/bin/view/Collabs/tvb-mouse-brains wiki.ebrains.eu/bin/view/Collabs/mouse-stroke-brain-network-model/TVB-ready dataset kg.ebrains.eu/search/instances/Dataset/a696ccc7-e742–4301–8b43-d6814f3e5a44 SC, FC, and fMRI from tumour patients and controls openMINDS metadata for TVB-ready data Collab Metadata in JSON-LD format wiki.ebrains.eu/bin/view/Collabs/openminds-metadata-for-tvb-ready-data openMINDS schema github.com/HumanBrainProject/openMINDS TVB atlas adapter Collab Brain atlas wiki.ebrains.eu/bin/view/Collabs/sga3-d1–1-showcase-1 Source code github.com/FZJ-INM1-BDA/siibra-python; github.com/FZJ-INM1-BDA/siibra-api Visualizer brainsimulation.org/atlasweb_multiscale INCF TVB training space training.incf.org/collection/virtual-brain-simulation-platform Education and training and adapt it for another problem, without necessarily needing domain knowledge about the used software, which helps to make workﬂows and results more robust and easier to review and reproduce.",0,0,1
